,StateName,Abbrev,Date,AvgPrice,Type,MORTGAGE30US,MonthlyPayment,AvgRent
2234,Maine,ME,2018-08-31,355177.4528978916,Multifamily,4.52,1070.27,1031.7899224202888
2235,Rhode Island,RI,2018-08-31,477149.6040215976,Multifamily,4.52,1437.81,1317.7064080261407
2236,Montana,MT,2018-08-31,375849.0792609486,Multifamily,4.52,1132.56,1113.2090044490326
2237,Delaware,DE,2018-08-31,457434.87214988336,Multifamily,4.52,1378.4,1188.7965246309707
2238,South Dakota,SD,2018-08-31,320717.68029350607,Multifamily,4.52,966.43,887.5773334056128
2239,North Dakota,ND,2018-08-31,336958.41749461537,Multifamily,4.52,1015.37,1066.1997003864105
2240,Alaska,AK,2018-08-31,448958.828636476,Multifamily,4.52,1352.86,1327.1076074726068
2242,Vermont,VT,2018-08-31,369885.2102702251,Multifamily,4.52,1114.59,985.638722440819
2243,Wyoming,WY,2018-08-31,351169.4380511795,Multifamily,4.52,1058.19,872.5129954490126
2244,California,CA,2018-09-30,861882.5396768054,Multifamily,4.72,2712.06,1519.7811587222163
2245,Texas,TX,2018-09-30,407463.5291118433,Multifamily,4.72,1282.15,1051.3411885273415
2246,Florida,FL,2018-09-30,462104.6001267087,Multifamily,4.72,1454.09,1235.949866923189
2247,New York,NY,2018-09-30,523206.27769578947,Multifamily,4.72,1646.36,1054.1606376321865
2248,Pennsylvania,PA,2018-09-30,333354.87545494246,Multifamily,4.72,1048.96,1001.2859243434201
2249,Illinois,IL,2018-09-30,383550.71732291934,Multifamily,4.72,1206.91,838.0944263092751
2250,Ohio,OH,2018-09-30,293243.78361044574,Multifamily,4.72,922.74,858.1853896592567
2251,Georgia,GA,2018-09-30,371330.76199734607,Multifamily,4.72,1168.45,990.4525940968424
2252,North Carolina,NC,2018-09-30,423031.7851387211,Multifamily,4.72,1331.14,1145.1776026478112
2253,Michigan,MI,2018-09-30,313700.9905525576,Multifamily,4.72,987.11,921.445335503815
2254,New Jersey,NJ,2018-09-30,683540.7458620908,Multifamily,4.72,2150.87,1228.3412455095472
2255,Virginia,VA,2018-09-30,566739.0989568463,Multifamily,4.72,1783.34,1076.7269647749706
2256,Washington,WA,2018-09-30,592896.0305962603,Multifamily,4.72,1865.65,1096.6867415606773
2257,Arizona,AZ,2018-09-30,420824.01669052494,Multifamily,4.72,1324.19,1125.644566461833
2258,Massachusetts,MA,2018-09-30,760830.6257688315,Multifamily,4.72,2394.08,1504.7318026583732
2259,Tennessee,TN,2018-09-30,404274.5090880057,Multifamily,4.72,1272.12,934.7605778461672
2260,Indiana,IN,2018-09-30,311072.4998621546,Multifamily,4.72,978.84,833.8781830301627
2261,Maryland,MD,2018-09-30,525305.4275543595,Multifamily,4.72,1652.96,1197.6638885798934
2262,Missouri,MO,2018-09-30,330945.2212800742,Multifamily,4.72,1041.37,916.5899447007437
2263,Wisconsin,WI,2018-09-30,289262.91595089925,Multifamily,4.72,910.21,996.0791050806185
2264,Colorado,CO,2018-09-30,543951.6416003826,Multifamily,4.72,1711.63,1460.2959412455896
2265,Minnesota,MN,2018-09-30,393344.4030502205,Multifamily,4.72,1237.72,967.5418791546311
2266,South Carolina,SC,2018-09-30,353585.9914532358,Multifamily,4.72,1112.62,1061.4025050260864
2267,Alabama,AL,2018-09-30,352176.9461836239,Multifamily,4.72,1108.18,936.5471681306442
2268,Louisiana,LA,2018-09-30,353139.2121249535,Multifamily,4.72,1111.21,1088.2814744650414
2269,Kentucky,KY,2018-09-30,322671.989873516,Multifamily,4.72,1015.34,853.0502884509895
2270,Oregon,OR,2018-09-30,533619.2060692464,Multifamily,4.72,1679.12,1117.0455631846678
2271,Oklahoma,OK,2018-09-30,323335.6073366939,Multifamily,4.72,1017.43,799.4746724354754
2272,Connecticut,CT,2018-09-30,592357.8464273127,Multifamily,4.72,1863.95,1341.454671713263
2273,Utah,UT,2018-09-30,425070.03764316486,Multifamily,4.72,1337.55,1262.6353814763147
2274,Iowa,IA,2018-09-30,300381.17565161176,Multifamily,4.72,945.2,879.390973066396
2275,Nevada,NV,2018-09-30,439562.8853893041,Multifamily,4.72,1383.16,923.8916496381693
2276,Arkansas,AR,2018-09-30,340738.5379927304,Multifamily,4.72,1072.19,998.7827967493142
2277,Mississippi,MS,2018-09-30,303323.96133736667,Multifamily,4.72,954.46,813.8815712089305
2278,Kansas,KS,2018-09-30,303958.7737562909,Multifamily,4.72,956.46,817.9821619922837
2279,New Mexico,NM,2018-09-30,342175.1937348599,Multifamily,4.72,1076.71,853.493916070794
2280,Nebraska,NE,2018-09-30,306040.213252215,Multifamily,4.72,963.01,1026.2344615448465
2281,Idaho,ID,2018-09-30,336447.20788741217,Multifamily,4.72,1058.69,871.983751267919
2282,West Virginia,ID,2018-09-30,239225.9362542207,Multifamily,4.72,752.76,871.983751267919
2283,Hawaii,HI,2018-09-30,975400.8501652068,Multifamily,4.72,3069.26,1150.7431796592655
2284,New Hampshire,NH,2018-09-30,424910.750346427,Multifamily,4.72,1337.05,1383.1978608606084
2285,Maine,ME,2018-09-30,357181.2171851799,Multifamily,4.72,1123.93,1033.0898110366343
2286,Rhode Island,RI,2018-09-30,480192.0474607038,Multifamily,4.72,1511.0,1313.7035572197203
2287,Montana,MT,2018-09-30,377656.4591685019,Multifamily,4.72,1188.36,1114.7355392721586
2288,Delaware,DE,2018-09-30,457837.2187041619,Multifamily,4.72,1440.66,1190.045131108329
2289,South Dakota,SD,2018-09-30,322172.5639085422,Multifamily,4.72,1013.77,886.3230562077465
2290,North Dakota,ND,2018-09-30,336944.01690992014,Multifamily,4.72,1060.25,1063.0138656976092
2291,Alaska,AK,2018-09-30,450515.8431901596,Multifamily,4.72,1417.62,1320.843334620964
2293,Vermont,VT,2018-09-30,371563.12187262817,Multifamily,4.72,1169.19,987.7858014501771
2294,Wyoming,WY,2018-09-30,352818.51294239424,Multifamily,4.72,1110.2,871.1984890349709
2295,California,CA,2018-10-31,867314.5077648228,Multifamily,4.86,2810.1,1521.1190158328523
2296,Texas,TX,2018-10-31,407568.4544931362,Multifamily,4.86,1320.52,1056.8221584396404
2297,Florida,FL,2018-10-31,463874.2097736548,Multifamily,4.86,1502.95,1244.2213638642945
2298,New York,NY,2018-10-31,525216.7060088743,Multifamily,4.86,1701.7,1056.2099025966045
2299,Pennsylvania,PA,2018-10-31,334141.651295141,Multifamily,4.86,1082.62,1003.5483039512313
2300,Illinois,IL,2018-10-31,383515.6833324801,Multifamily,4.86,1242.59,843.8635200045937
2301,Ohio,OH,2018-10-31,294114.25909069093,Multifamily,4.86,952.93,860.0416241343507
2302,Georgia,GA,2018-10-31,372451.92883466504,Multifamily,4.86,1206.74,990.3300916516288
2303,North Carolina,NC,2018-10-31,424178.9526888292,Multifamily,4.86,1374.34,1146.5417194988875
2304,Michigan,MI,2018-10-31,314387.4368808964,Multifamily,4.86,1018.62,930.492551684264
2305,New Jersey,NJ,2018-10-31,683978.697101459,Multifamily,4.86,2216.09,1227.288995158827
2306,Virginia,VA,2018-10-31,567441.2684513937,Multifamily,4.86,1838.51,1080.8146711917805
2307,Washington,WA,2018-10-31,593248.5221242341,Multifamily,4.86,1922.13,1099.6482809109093
2308,Arizona,AZ,2018-10-31,423284.90946572664,Multifamily,4.86,1371.44,1127.2085554639182
2309,Massachusetts,MA,2018-10-31,762487.7243206436,Multifamily,4.86,2470.46,1503.2559930970353
2310,Tennessee,TN,2018-10-31,405524.4139982586,Multifamily,4.86,1313.9,939.2387120438545
2311,Indiana,IN,2018-10-31,312011.46920340596,Multifamily,4.86,1010.92,838.383517028209
2312,Maryland,MD,2018-10-31,526196.7068966374,Multifamily,4.86,1704.88,1196.892979370255
2313,Missouri,MO,2018-10-31,331764.34440956224,Multifamily,4.86,1074.92,917.0394078711149
2314,Wisconsin,WI,2018-10-31,289978.6670581626,Multifamily,4.86,939.53,999.7859491383518
2315,Colorado,CO,2018-10-31,545409.7130855826,Multifamily,4.86,1767.13,1461.735013846727
2316,Minnesota,MN,2018-10-31,393866.3499040027,Multifamily,4.86,1276.13,972.5808472969258
2317,South Carolina,SC,2018-10-31,354395.45765611297,Multifamily,4.86,1148.24,1059.4248356047663
2318,Alabama,AL,2018-10-31,353185.9436972255,Multifamily,4.86,1144.32,940.5873032109596
2319,Louisiana,LA,2018-10-31,353337.54821692297,Multifamily,4.86,1144.81,1093.4755608014107
2320,Kentucky,KY,2018-10-31,323268.1897142858,Multifamily,4.86,1047.39,859.8996888920904
2321,Oregon,OR,2018-10-31,534347.3449041424,Multifamily,4.86,1731.29,1121.7325729502
2322,Oklahoma,OK,2018-10-31,324032.94280529936,Multifamily,4.86,1049.87,799.0781771922326
2323,Connecticut,CT,2018-10-31,592384.4208511697,Multifamily,4.86,1919.33,1340.6075481108387
2324,Utah,UT,2018-10-31,427705.6322321176,Multifamily,4.86,1385.77,1256.4590468234194
2325,Iowa,IA,2018-10-31,301005.6137660738,Multifamily,4.86,975.26,882.2572003054075
2326,Nevada,NV,2018-10-31,442838.31907159137,Multifamily,4.86,1434.8,923.8875265211726
2327,Arkansas,AR,2018-10-31,341324.322702803,Multifamily,4.86,1105.89,996.6628113698054
2328,Mississippi,MS,2018-10-31,304104.32443486835,Multifamily,4.86,985.3,816.019564889672
2329,Kansas,KS,2018-10-31,304561.52022670914,Multifamily,4.86,986.78,819.2465399019791
2330,New Mexico,NM,2018-10-31,343461.54727086704,Multifamily,4.86,1112.82,851.5899283448031
2331,Nebraska,NE,2018-10-31,306782.23091739084,Multifamily,4.86,993.97,1026.3122158869032
2332,Idaho,ID,2018-10-31,339511.8250364891,Multifamily,4.86,1100.02,873.7320902795552
2333,West Virginia,ID,2018-10-31,240158.7409823259,Multifamily,4.86,778.11,873.7320902795552
2334,Hawaii,HI,2018-10-31,977632.3322251794,Multifamily,4.86,3167.53,1152.7047224547878
2335,New Hampshire,NH,2018-10-31,425791.5296355952,Multifamily,4.86,1379.56,1376.4901894397158
2336,Maine,ME,2018-10-31,358646.7490750204,Multifamily,4.86,1162.02,1047.0138633408508
2337,Rhode Island,RI,2018-10-31,481940.88130729744,Multifamily,4.86,1561.49,1311.08937328221
2338,Montana,MT,2018-10-31,379034.9096440198,Multifamily,4.86,1228.07,1120.240135385409
2339,Delaware,DE,2018-10-31,458559.5898891529,Multifamily,4.86,1485.73,1192.482381238845
2340,South Dakota,SD,2018-10-31,323080.3715376718,Multifamily,4.86,1046.78,888.4488913782986
2341,North Dakota,ND,2018-10-31,336672.4252907314,Multifamily,4.86,1090.82,1060.4568712692874
2342,Alaska,AK,2018-10-31,451163.7194570182,Multifamily,4.86,1461.77,1311.4180266753428
2344,Vermont,VT,2018-10-31,372418.652519218,Multifamily,4.86,1206.64,996.0599457307254
2345,Wyoming,WY,2018-10-31,354109.17946099833,Multifamily,4.86,1147.31,871.2218907280499
2346,California,CA,2018-11-30,871210.4688171875,Multifamily,4.81,2793.68,1521.7765301095212
2347,Texas,TX,2018-11-30,407800.632862603,Multifamily,4.81,1307.68,1053.9156295877012
2348,Florida,FL,2018-11-30,465855.78947905154,Multifamily,4.81,1493.84,1248.4775573774502
2349,New York,NY,2018-11-30,526926.0882207699,Multifamily,4.81,1689.68,1049.420124170393
2350,Pennsylvania,PA,2018-11-30,335000.7460819108,Multifamily,4.81,1074.24,1004.0317688391433
2351,Illinois,IL,2018-11-30,383671.4295373244,Multifamily,4.81,1230.31,840.7788070486275
2352,Ohio,OH,2018-11-30,294911.0931651781,Multifamily,4.81,945.68,859.6858149392075
2353,Georgia,GA,2018-11-30,373688.16827127384,Multifamily,4.81,1198.29,988.698355513784
2354,North Carolina,NC,2018-11-30,425604.5357530839,Multifamily,4.81,1364.77,1145.336836595233
2355,Michigan,MI,2018-11-30,314970.18128385174,Multifamily,4.81,1010.0,930.8052296500607
2356,New Jersey,NJ,2018-11-30,684661.3469259779,Multifamily,4.81,2195.48,1232.3272131993913
2357,Virginia,VA,2018-11-30,568368.6583506609,Multifamily,4.81,1822.57,1075.3007935700257
2358,Washington,WA,2018-11-30,593225.7702106815,Multifamily,4.81,1902.28,1096.5738562603285
2359,Arizona,AZ,2018-11-30,425479.10080448864,Multifamily,4.81,1364.37,1126.257771266046
2360,Massachusetts,MA,2018-11-30,763265.5007575379,Multifamily,4.81,2447.54,1504.2945537448827
2361,Tennessee,TN,2018-11-30,406677.3027595551,Multifamily,4.81,1304.08,934.4524633256152
2362,Indiana,IN,2018-11-30,313060.2608693903,Multifamily,4.81,1003.88,834.8938742664972
2363,Maryland,MD,2018-11-30,527012.0047444721,Multifamily,4.81,1689.95,1190.4718384201649
2364,Missouri,MO,2018-11-30,332593.3034643118,Multifamily,4.81,1066.52,912.7287667576026
2365,Wisconsin,WI,2018-11-30,290623.4337180368,Multifamily,4.81,931.93,996.3716890423373
2366,Colorado,CO,2018-11-30,547001.5838866187,Multifamily,4.81,1754.05,1447.172238599954
2367,Minnesota,MN,2018-11-30,394183.89428827545,Multifamily,4.81,1264.02,962.0140703143541
2368,South Carolina,SC,2018-11-30,355169.82832925115,Multifamily,4.81,1138.91,1059.6477055014423
2369,Alabama,AL,2018-11-30,354375.5871871128,Multifamily,4.81,1136.36,941.6512419038348
2370,Louisiana,LA,2018-11-30,353556.149542487,Multifamily,4.81,1133.74,1088.8978054137124
2371,Kentucky,KY,2018-11-30,323792.47163828416,Multifamily,4.81,1038.29,852.6240366034298
2372,Oregon,OR,2018-11-30,534908.7873422384,Multifamily,4.81,1715.27,1110.5567274779155
2373,Oklahoma,OK,2018-11-30,325046.5500129188,Multifamily,4.81,1042.32,796.1746774965699
2374,Connecticut,CT,2018-11-30,592193.2165151574,Multifamily,4.81,1898.97,1338.4122718421636
2375,Utah,UT,2018-11-30,430259.63158394233,Multifamily,4.81,1379.7,1254.5928649596585
2376,Iowa,IA,2018-11-30,301498.1585894844,Multifamily,4.81,966.8,880.2208968199334
2377,Nevada,NV,2018-11-30,445212.0741184107,Multifamily,4.81,1427.65,915.93391232119
2378,Arkansas,AR,2018-11-30,341831.52895035606,Multifamily,4.81,1096.14,997.3774157832114
2379,Mississippi,MS,2018-11-30,305313.27649689367,Multifamily,4.81,979.04,813.116097722642
2380,Kansas,KS,2018-11-30,305235.5609705563,Multifamily,4.81,978.79,814.8979904118834
2381,New Mexico,NM,2018-11-30,344904.45727636287,Multifamily,4.81,1105.99,850.0773345677718
2382,Nebraska,NE,2018-11-30,307405.67475652,Multifamily,4.81,985.75,1019.9812417414323
2383,Idaho,ID,2018-11-30,342448.38292405923,Multifamily,4.81,1098.12,871.2545302919435
2384,West Virginia,ID,2018-11-30,241194.67172977576,Multifamily,4.81,773.43,871.2545302919435
2385,Hawaii,HI,2018-11-30,977553.499693258,Multifamily,4.81,3134.69,1156.8421594468944
2386,New Hampshire,NH,2018-11-30,426418.07239936065,Multifamily,4.81,1367.38,1375.2417378365112
2387,Maine,ME,2018-11-30,359712.206213607,Multifamily,4.81,1153.48,1025.6623855691018
2388,Rhode Island,RI,2018-11-30,482658.58248254546,Multifamily,4.81,1547.73,1314.0128747744398
2389,Montana,MT,2018-11-30,380293.88329941727,Multifamily,4.81,1219.48,1119.309504191047
2390,Delaware,DE,2018-11-30,459567.58931090374,Multifamily,4.81,1473.68,1193.2339220342756
2391,South Dakota,SD,2018-11-30,323829.6147705895,Multifamily,4.81,1038.41,877.9401833721325
2392,North Dakota,ND,2018-11-30,336399.04933791753,Multifamily,4.81,1078.72,1052.1103566039153
2393,Alaska,AK,2018-11-30,451699.8260521619,Multifamily,4.81,1448.45,1303.52676699639
2395,Vermont,VT,2018-11-30,372803.7251389823,Multifamily,4.81,1195.46,987.65992811659
2396,Wyoming,WY,2018-11-30,355201.0235950511,Multifamily,4.81,1139.01,864.4274974949162
2397,California,CA,2018-12-31,872888.9763981476,Multifamily,4.55,2647.76,1524.8514465678622
2398,Texas,TX,2018-12-31,408049.50963492715,Multifamily,4.55,1237.75,1069.8523159676627
2399,Florida,FL,2018-12-31,467892.284949175,Multifamily,4.55,1419.27,1253.6939433524842
2400,New York,NY,2018-12-31,528203.5511724035,Multifamily,4.55,1602.22,1078.6712036656563
2401,Pennsylvania,PA,2018-12-31,335901.06249827234,Multifamily,4.55,1018.9,1008.4405539010183
2402,Illinois,IL,2018-12-31,384154.3446399919,Multifamily,4.55,1165.27,843.9823281550414
2403,Ohio,OH,2018-12-31,295789.5121086484,Multifamily,4.55,897.23,861.7523435659558
2404,Georgia,GA,2018-12-31,375006.0069762757,Multifamily,4.55,1137.52,992.549995913432
2405,North Carolina,NC,2018-12-31,427088.41381889634,Multifamily,4.55,1295.5,1157.4013391314518
2406,Michigan,MI,2018-12-31,315437.14338477165,Multifamily,4.55,956.83,933.2617485615782
2407,New Jersey,NJ,2018-12-31,685194.2857624657,Multifamily,4.55,2078.42,1237.141954911047
2408,Virginia,VA,2018-12-31,569219.7666212221,Multifamily,4.55,1726.63,1077.9532108238777
2409,Washington,WA,2018-12-31,593032.5726945557,Multifamily,4.55,1798.87,1096.4027740627384
2410,Arizona,AZ,2018-12-31,427055.5846467824,Multifamily,4.55,1295.4,1127.3071122434865
2411,Massachusetts,MA,2018-12-31,762578.2642478741,Multifamily,4.55,2313.15,1506.15634093202
2412,Tennessee,TN,2018-12-31,407929.3537916639,Multifamily,4.55,1237.39,969.3741662115984
2413,Indiana,IN,2018-12-31,314163.1571125903,Multifamily,4.55,952.96,837.131942378513
2414,Maryland,MD,2018-12-31,527450.3680702861,Multifamily,4.55,1599.93,1196.5128511523264
2415,Missouri,MO,2018-12-31,333279.15478740964,Multifamily,4.55,1010.95,915.334195359676
2416,Wisconsin,WI,2018-12-31,291542.57519366685,Multifamily,4.55,884.35,997.7083600863068
2417,Colorado,CO,2018-12-31,548736.5274916424,Multifamily,4.55,1664.5,1466.3326345912317
2418,Minnesota,MN,2018-12-31,394852.3981748028,Multifamily,4.55,1197.72,969.684609103105
2419,South Carolina,SC,2018-12-31,355799.5707587828,Multifamily,4.55,1079.26,1061.2825156898907
2420,Alabama,AL,2018-12-31,355574.18606693874,Multifamily,4.55,1078.58,944.9711695512098
2421,Louisiana,LA,2018-12-31,353847.16803201125,Multifamily,4.55,1073.34,1092.3516277470517
2422,Kentucky,KY,2018-12-31,324451.35529488494,Multifamily,4.55,984.17,856.3083054721202
2423,Oregon,OR,2018-12-31,535834.2489236571,Multifamily,4.55,1625.36,1109.648116499232
2424,Oklahoma,OK,2018-12-31,326151.7013982832,Multifamily,4.55,989.33,799.0743213234588
2425,Connecticut,CT,2018-12-31,591538.4403522029,Multifamily,4.55,1794.33,1343.21231606993
2426,Utah,UT,2018-12-31,432403.3697103723,Multifamily,4.55,1311.62,1252.5793909082097
2427,Iowa,IA,2018-12-31,302000.07261891087,Multifamily,4.55,916.07,887.363920736656
2428,Nevada,NV,2018-12-31,446820.8951237323,Multifamily,4.55,1355.36,918.891449564406
2429,Arkansas,AR,2018-12-31,342543.4259316374,Multifamily,4.55,1039.05,997.5828595483129
2430,Mississippi,MS,2018-12-31,306473.04066921,Multifamily,4.55,929.63,880.791985556365
2431,Kansas,KS,2018-12-31,305909.87445096945,Multifamily,4.55,927.93,819.9601656059127
2432,New Mexico,NM,2018-12-31,346291.3848604614,Multifamily,4.55,1050.42,912.5628269731466
2433,Nebraska,NE,2018-12-31,307978.4401142368,Multifamily,4.55,934.2,1023.2576995012216
2434,Idaho,ID,2018-12-31,345169.72805253934,Multifamily,4.55,1047.01,874.4355696500385
2435,West Virginia,ID,2018-12-31,241795.9145147292,Multifamily,4.55,733.45,874.4355696500385
2436,Hawaii,HI,2018-12-31,976846.5048022534,Multifamily,4.55,2963.1,1160.8870141068235
2437,New Hampshire,NH,2018-12-31,427054.24798951345,Multifamily,4.55,1295.4,1372.9565185855786
2438,Maine,ME,2018-12-31,361013.56498681457,Multifamily,4.55,1095.07,1017.8940119259114
2439,Rhode Island,RI,2018-12-31,483004.8128018468,Multifamily,4.55,1465.11,1314.1473924390848
2440,Montana,MT,2018-12-31,381298.7773713272,Multifamily,4.55,1156.61,1129.5825682554737
2441,Delaware,DE,2018-12-31,460509.65781694185,Multifamily,4.55,1396.88,1184.164942456418
2442,South Dakota,SD,2018-12-31,324688.9681802559,Multifamily,4.55,984.89,878.8175622465186
2443,North Dakota,ND,2018-12-31,336057.7090395152,Multifamily,4.55,1019.38,1053.0000974743077
2444,Alaska,AK,2018-12-31,451380.5130402648,Multifamily,4.55,1369.19,1307.8915966693833
2446,Vermont,VT,2018-12-31,373173.7370376927,Multifamily,4.55,1131.96,1161.4152786671275
2447,Wyoming,WY,2018-12-31,355934.2268576659,Multifamily,4.55,1079.67,956.8055651194718
2448,California,CA,2019-01-31,870922.0421527192,Multifamily,4.46,2589.54,1528.782259745339
2449,Texas,TX,2019-01-31,408451.56870159507,Multifamily,4.46,1214.46,1074.1138330908982
2450,Florida,FL,2019-01-31,469316.3330710812,Multifamily,4.46,1395.43,1265.6848891911752
2451,New York,NY,2019-01-31,528523.2685733793,Multifamily,4.46,1571.48,1107.7287043487272
2452,Pennsylvania,PA,2019-01-31,336597.68321587815,Multifamily,4.46,1000.82,1009.2016514567636
2453,Illinois,IL,2019-01-31,384469.8512815181,Multifamily,4.46,1143.16,838.648323950519
2454,Ohio,OH,2019-01-31,296497.05213859526,Multifamily,4.46,881.58,870.5791232494471
2455,Georgia,GA,2019-01-31,376318.120125198,Multifamily,4.46,1118.92,993.7721406401554
2456,North Carolina,NC,2019-01-31,428378.21950600034,Multifamily,4.46,1273.71,1167.919033390866
2457,Michigan,MI,2019-01-31,315874.29330638883,Multifamily,4.46,939.2,938.040116730846
2458,New Jersey,NJ,2019-01-31,684827.3257504335,Multifamily,4.46,2036.22,1244.826835076951
2459,Virginia,VA,2019-01-31,570161.899995031,Multifamily,4.46,1695.28,1069.6614437732155
2460,Washington,WA,2019-01-31,592534.5882853372,Multifamily,4.46,1761.8,1096.0061225003672
2461,Arizona,AZ,2019-01-31,428198.69289117615,Multifamily,4.46,1273.18,1129.3727889516317
2462,Massachusetts,MA,2019-01-31,761876.2290931329,Multifamily,4.46,2265.31,1513.0693974729863
2463,Tennessee,TN,2019-01-31,408836.5520599913,Multifamily,4.46,1215.61,997.4976310702779
2464,Indiana,IN,2019-01-31,315123.65980708547,Multifamily,4.46,936.97,833.3702694822678
2465,Maryland,MD,2019-01-31,527426.3840656589,Multifamily,4.46,1568.21,1197.7152475161868
2466,Missouri,MO,2019-01-31,333773.57685291144,Multifamily,4.46,992.42,919.1190716943477
2467,Wisconsin,WI,2019-01-31,292378.889546168,Multifamily,4.46,869.34,993.5983750812691
2468,Colorado,CO,2019-01-31,550517.3957973971,Multifamily,4.46,1636.87,1465.739673123069
2469,Minnesota,MN,2019-01-31,395879.9860031411,Multifamily,4.46,1177.08,971.972265532214
2470,South Carolina,SC,2019-01-31,356266.7570592269,Multifamily,4.46,1059.3,1066.9511422484534
2471,Alabama,AL,2019-01-31,356402.7976934646,Multifamily,4.46,1059.7,947.1133030747746
2472,Louisiana,LA,2019-01-31,354099.70429506066,Multifamily,4.46,1052.86,1090.705904660485
2473,Kentucky,KY,2019-01-31,324909.9986174588,Multifamily,4.46,966.07,862.4019397690208
2474,Oregon,OR,2019-01-31,537304.948789738,Multifamily,4.46,1597.59,1107.944098656927
2475,Oklahoma,OK,2019-01-31,326547.7857666129,Multifamily,4.46,970.94,802.8359526349994
2476,Connecticut,CT,2019-01-31,590280.5012216951,Multifamily,4.46,1755.1,1348.6512455873035
2477,Utah,UT,2019-01-31,434800.06261340267,Multifamily,4.46,1292.81,1261.7881670828535
2478,Iowa,IA,2019-01-31,302681.42216015304,Multifamily,4.46,899.97,889.3791037630284
2479,Nevada,NV,2019-01-31,448199.7523829417,Multifamily,4.46,1332.65,924.9170806463006
2480,Arkansas,AR,2019-01-31,342950.55572673347,Multifamily,4.46,1019.71,1002.638746026914
2481,Mississippi,MS,2019-01-31,306922.0469995385,Multifamily,4.46,912.58,886.7855428861386
2482,Kansas,KS,2019-01-31,306517.042234357,Multifamily,4.46,911.38,823.0882930678258
2483,New Mexico,NM,2019-01-31,347550.0852966755,Multifamily,4.46,1033.38,920.9896617052475
2484,Nebraska,NE,2019-01-31,308578.1512921981,Multifamily,4.46,917.51,1028.5049877521099
2485,Idaho,ID,2019-01-31,347460.94686318195,Multifamily,4.46,1033.12,878.0489282053703
2486,West Virginia,ID,2019-01-31,241889.4695575859,Multifamily,4.46,719.22,878.0489282053703
2487,Hawaii,HI,2019-01-31,975913.9176759064,Multifamily,4.46,2901.72,1162.451204961529
2488,New Hampshire,NH,2019-01-31,427323.58782624657,Multifamily,4.46,1270.58,1376.1439472515513
2489,Maine,ME,2019-01-31,361556.1054578418,Multifamily,4.46,1075.03,998.165147842096
2490,Rhode Island,RI,2019-01-31,483238.7667177019,Multifamily,4.46,1436.83,1329.2161284168378
2491,Montana,MT,2019-01-31,382148.5506198366,Multifamily,4.46,1136.26,1127.8282576838003
2492,Delaware,DE,2019-01-31,461290.3006303083,Multifamily,4.46,1371.57,1193.894738423864
2493,South Dakota,SD,2019-01-31,325616.0730006331,Multifamily,4.46,968.17,881.0283149467266
2494,North Dakota,ND,2019-01-31,335729.08238541614,Multifamily,4.46,998.23,1058.1665462754936
2495,Alaska,AK,2019-01-31,454494.3186985143,Multifamily,4.46,1351.36,1307.951003963901
2497,Vermont,VT,2019-01-31,372207.6283485775,Multifamily,4.46,1106.7,1171.4431539506743
2498,Wyoming,WY,2019-01-31,356144.67200848926,Multifamily,4.46,1058.94,964.4844250802621
2499,California,CA,2019-02-28,866261.3908926836,Multifamily,4.35,2512.16,1535.9317309600394
2500,Texas,TX,2019-02-28,409124.7761052354,Multifamily,4.35,1186.46,1081.1286685492216
2501,Florida,FL,2019-02-28,470295.68298910867,Multifamily,4.35,1363.86,1270.5637177087838
2502,New York,NY,2019-02-28,527867.4332863938,Multifamily,4.35,1530.82,1111.6303145648642
2503,Pennsylvania,PA,2019-02-28,337372.68911013,Multifamily,4.35,978.38,1015.8446533958258
2504,Illinois,IL,2019-02-28,384957.0193261672,Multifamily,4.35,1116.38,840.2994335076075
2505,Ohio,OH,2019-02-28,297275.7700609696,Multifamily,4.35,862.1,875.4209304447633
2506,Georgia,GA,2019-02-28,377532.24601649353,Multifamily,4.35,1094.84,1001.448344194102
2507,North Carolina,NC,2019-02-28,429336.2603866358,Multifamily,4.35,1245.08,1182.6685496521775
2508,Michigan,MI,2019-02-28,316585.2290065289,Multifamily,4.35,918.1,942.0829119521858
2509,New Jersey,NJ,2019-02-28,683908.6083063983,Multifamily,4.35,1983.33,1246.746710863122
2510,Virginia,VA,2019-02-28,571264.4073947292,Multifamily,4.35,1656.67,1077.4353542280749
2511,Washington,WA,2019-02-28,592548.794712408,Multifamily,4.35,1718.39,1103.8113574930433
2512,Arizona,AZ,2019-02-28,429220.1193648043,Multifamily,4.35,1244.74,1140.4049875129856
2513,Massachusetts,MA,2019-02-28,761419.7813397554,Multifamily,4.35,2208.12,1522.4607223067578
2514,Tennessee,TN,2019-02-28,409569.0877559224,Multifamily,4.35,1187.75,1002.1013786249134
2515,Indiana,IN,2019-02-28,315754.6606727675,Multifamily,4.35,915.69,838.1724297888904
2516,Maryland,MD,2019-02-28,527258.350606924,Multifamily,4.35,1529.05,1205.7635876815862
2517,Missouri,MO,2019-02-28,334297.1798694782,Multifamily,4.35,969.46,928.0052407455424
2518,Wisconsin,WI,2019-02-28,293343.24967939215,Multifamily,4.35,850.7,1000.0081701529883
2519,Colorado,CO,2019-02-28,552432.6207991497,Multifamily,4.35,1602.05,1494.7115758872912
2520,Minnesota,MN,2019-02-28,397453.5566568523,Multifamily,4.35,1152.62,980.440006765324
