,StateName,Abbrev,Date,AvgPrice,Type,MORTGAGE30US,MonthlyPayment,AvgRent
1097,Oregon,OR,2016-10-31,478112.3153835338,Multifamily,3.47,1106.03,1025.728430199438
1098,Oklahoma,OK,2016-10-31,310423.83543483005,Multifamily,3.47,718.11,862.2645868889384
1099,Connecticut,CT,2016-10-31,584938.8026941863,Multifamily,3.47,1353.16,1265.5396440984628
1100,Utah,UT,2016-10-31,364465.4420441608,Multifamily,3.47,843.13,1016.0403863129491
1101,Iowa,IA,2016-10-31,283675.07302225375,Multifamily,3.47,656.24,865.0114057234696
1102,Nevada,NV,2016-10-31,371111.1841494089,Multifamily,3.47,858.5,929.9553459076739
1103,Arkansas,AR,2016-10-31,320049.72015443415,Multifamily,3.47,740.38,850.2299222153953
1104,Mississippi,MS,2016-10-31,289366.02534117614,Multifamily,3.47,669.4,884.4223273151823
1105,Kansas,KS,2016-10-31,284723.82461021974,Multifamily,3.47,658.66,841.1955104314202
1106,New Mexico,NM,2016-10-31,319612.864605823,Multifamily,3.47,739.37,865.1859603706285
1107,Nebraska,NE,2016-10-31,278767.4241742057,Multifamily,3.47,644.88,866.6626884567227
1108,Idaho,ID,2016-10-31,284381.08198456134,Multifamily,3.47,657.87,858.6880729182993
1109,West Virginia,ID,2016-10-31,226891.37461507556,Multifamily,3.47,524.88,858.6880729182993
1110,Hawaii,HI,2016-10-31,901101.2212325244,Multifamily,3.47,2084.55,1173.8247122453968
1111,New Hampshire,NH,2016-10-31,377606.0513013312,Multifamily,3.47,873.53,1033.2871092556622
1112,Maine,ME,2016-10-31,315765.87766410084,Multifamily,3.47,730.47,1021.4618735470673
1113,Rhode Island,RI,2016-10-31,426048.064374171,Multifamily,3.47,985.59,1184.4651558213966
1114,Montana,MT,2016-10-31,341794.68820388813,Multifamily,3.47,790.69,936.0579413250133
1115,Delaware,DE,2016-10-31,433183.5488324126,Multifamily,3.47,1002.1,1144.6953912873814
1116,South Dakota,SD,2016-10-31,295837.55261240114,Multifamily,3.47,684.37,847.3228420801458
1117,North Dakota,ND,2016-10-31,337646.9236015062,Multifamily,3.47,781.09,836.6488213478393
1118,Alaska,AK,2016-10-31,445202.147549116,Multifamily,3.47,1029.9,1242.6604765692105
1120,Vermont,VT,2016-10-31,330414.2791686312,Multifamily,3.47,764.36,955.026290887086
1121,Wyoming,WY,2016-10-31,339196.0752622736,Multifamily,3.47,784.67,867.519055461658
1122,California,CA,2016-11-30,735566.1249233088,Multifamily,4.03,1976.22,1387.320112025757
1123,Texas,TX,2016-11-30,388108.2777538376,Multifamily,4.03,1042.72,956.3971787588057
1124,Florida,FL,2016-11-30,428202.95563915017,Multifamily,4.03,1150.44,1097.0967970093689
1125,New York,NY,2016-11-30,469570.0726605105,Multifamily,4.03,1261.58,1023.4701074213046
1126,Pennsylvania,PA,2016-11-30,307305.09831981524,Multifamily,4.03,825.63,937.0743065934377
1127,Illinois,IL,2016-11-30,366026.0979997394,Multifamily,4.03,983.39,855.3311523033061
1128,Ohio,OH,2016-11-30,268458.20914461504,Multifamily,4.03,721.26,906.2681851020337
1129,Georgia,GA,2016-11-30,341819.5722432797,Multifamily,4.03,918.36,934.7325523468846
1130,North Carolina,NC,2016-11-30,397000.0822093924,Multifamily,4.03,1066.61,1145.5440205207663
1131,Michigan,MI,2016-11-30,278358.21313785383,Multifamily,4.03,747.86,896.5866770971646
1132,New Jersey,NJ,2016-11-30,642118.0273709786,Multifamily,4.03,1725.16,1138.1026508670022
1133,Virginia,VA,2016-11-30,536795.1268492901,Multifamily,4.03,1442.19,1030.1869297461596
1134,Washington,WA,2016-11-30,490382.9457372581,Multifamily,4.03,1317.5,978.2929405079318
1135,Arizona,AZ,2016-11-30,377998.602498339,Multifamily,4.03,1015.56,1006.9329711355647
1136,Massachusetts,MA,2016-11-30,681579.7266100127,Multifamily,4.03,1831.18,1273.4766277462984
1137,Tennessee,TN,2016-11-30,366829.6869500035,Multifamily,4.03,985.55,934.096232488369
1138,Indiana,IN,2016-11-30,284381.4570940616,Multifamily,4.03,764.04,822.3717935638571
1139,Maryland,MD,2016-11-30,496634.5498444358,Multifamily,4.03,1334.29,1129.6593264593932
1140,Missouri,MO,2016-11-30,306402.36256155797,Multifamily,4.03,823.2,906.8787586893031
1141,Wisconsin,WI,2016-11-30,259455.7880936938,Multifamily,4.03,697.07,935.951835847738
1142,Colorado,CO,2016-11-30,483198.1687882144,Multifamily,4.03,1298.19,1336.9622712573116
1143,Minnesota,MN,2016-11-30,358549.24781576794,Multifamily,4.03,963.3,954.2235769709223
1144,South Carolina,SC,2016-11-30,332836.0688433638,Multifamily,4.03,894.22,960.715568685796
1145,Alabama,AL,2016-11-30,332597.9927245413,Multifamily,4.03,893.58,910.085013196208
1146,Louisiana,LA,2016-11-30,342042.64566096937,Multifamily,4.03,918.95,887.2161608637366
1147,Kentucky,KY,2016-11-30,297983.4514072634,Multifamily,4.03,800.58,925.1903993440424
1148,Oregon,OR,2016-11-30,481185.4398665331,Multifamily,4.03,1292.78,1026.226371591954
1149,Oklahoma,OK,2016-11-30,310676.42798471195,Multifamily,4.03,834.68,858.3654948485914
1150,Connecticut,CT,2016-11-30,584627.7041341902,Multifamily,4.03,1570.7,1262.1868513031445
1151,Utah,UT,2016-11-30,366187.88678787026,Multifamily,4.03,983.82,1014.378789402272
1152,Iowa,IA,2016-11-30,284321.35916344915,Multifamily,4.03,763.88,886.6504904180885
1153,Nevada,NV,2016-11-30,372026.5201821639,Multifamily,4.03,999.51,932.921233286323
1154,Arkansas,AR,2016-11-30,320864.44635844487,Multifamily,4.03,862.06,873.7221219277152
1155,Mississippi,MS,2016-11-30,289159.24399952515,Multifamily,4.03,776.87,889.3941739662949
1156,Kansas,KS,2016-11-30,285737.37217596837,Multifamily,4.03,767.68,842.7544061795855
1157,New Mexico,NM,2016-11-30,320456.15436486574,Multifamily,4.03,860.96,869.9008988903196
1158,Nebraska,NE,2016-11-30,279651.25264089805,Multifamily,4.03,751.33,868.3329880594019
1159,Idaho,ID,2016-11-30,286053.88575831935,Multifamily,4.03,768.53,860.0073316111722
1160,West Virginia,ID,2016-11-30,226890.2891197684,Multifamily,4.03,609.58,860.0073316111722
1161,Hawaii,HI,2016-11-30,905358.3847383132,Multifamily,4.03,2432.4,1177.3756928679043
1162,New Hampshire,NH,2016-11-30,379025.91922316904,Multifamily,4.03,1018.32,1039.4329020582304
1163,Maine,ME,2016-11-30,317281.58700703556,Multifamily,4.03,852.43,1016.4088689688251
1164,Rhode Island,RI,2016-11-30,428011.1821547798,Multifamily,4.03,1149.92,1186.9881633001828
1165,Montana,MT,2016-11-30,342325.9675270541,Multifamily,4.03,919.72,917.2903259347671
1166,Delaware,DE,2016-11-30,432938.77501245984,Multifamily,4.03,1163.16,1140.7328599748462
1167,South Dakota,SD,2016-11-30,296631.53157490655,Multifamily,4.03,796.95,843.9268322626453
1168,North Dakota,ND,2016-11-30,337183.13080713485,Multifamily,4.03,905.9,839.7427459460747
1169,Alaska,AK,2016-11-30,445656.37917381217,Multifamily,4.03,1197.33,1242.9727343400693
1171,Vermont,VT,2016-11-30,331650.3915122922,Multifamily,4.03,891.03,952.2128802228135
1172,Wyoming,WY,2016-11-30,339304.6683161393,Multifamily,4.03,911.6,868.0737184924661
1173,California,CA,2016-12-31,738797.311179588,Multifamily,4.32,2127.74,1391.7157893985382
1174,Texas,TX,2016-12-31,389572.3797164424,Multifamily,4.32,1121.97,953.6959044403201
1175,Florida,FL,2016-12-31,429389.1289693136,Multifamily,4.32,1236.64,1103.6585470436085
1176,New York,NY,2016-12-31,472491.4776155595,Multifamily,4.32,1360.78,1028.3509315149986
1177,Pennsylvania,PA,2016-12-31,308615.4221472344,Multifamily,4.32,888.81,942.6088037771535
1178,Illinois,IL,2016-12-31,367104.7538093678,Multifamily,4.32,1057.26,852.8368895139631
1179,Ohio,OH,2016-12-31,269496.3395121998,Multifamily,4.32,776.15,884.3290473741528
1180,Georgia,GA,2016-12-31,344042.8744552186,Multifamily,4.32,990.84,937.5655323580122
1181,North Carolina,NC,2016-12-31,398931.99953301734,Multifamily,4.32,1148.92,1122.5266046310417
1182,Michigan,MI,2016-12-31,279864.3124310039,Multifamily,4.32,806.01,900.9620921406772
1183,New Jersey,NJ,2016-12-31,643961.4383393158,Multifamily,4.32,1854.61,1131.4678062430942
1184,Virginia,VA,2016-12-31,539338.6197567662,Multifamily,4.32,1553.3,1025.9944330426217
1185,Washington,WA,2016-12-31,495411.1507982644,Multifamily,4.32,1426.78,982.4647043248568
1186,Arizona,AZ,2016-12-31,379376.02155184,Multifamily,4.32,1092.6,998.7365447824245
1187,Massachusetts,MA,2016-12-31,685434.6508520822,Multifamily,4.32,1974.05,1272.1199288954092
1188,Tennessee,TN,2016-12-31,369340.7703679814,Multifamily,4.32,1063.7,932.496163931246
1189,Indiana,IN,2016-12-31,285591.87170927954,Multifamily,4.32,822.5,829.522540320046
1190,Maryland,MD,2016-12-31,498824.00546395616,Multifamily,4.32,1436.61,1126.4561915824577
1191,Missouri,MO,2016-12-31,307689.3356126701,Multifamily,4.32,886.15,904.7997863683134
1192,Wisconsin,WI,2016-12-31,260927.3836982268,Multifamily,4.32,751.47,945.4803188952101
1193,Colorado,CO,2016-12-31,486781.02784587553,Multifamily,4.32,1401.93,1342.2439230193029
1194,Minnesota,MN,2016-12-31,360715.0506272561,Multifamily,4.32,1038.86,959.1945821262115
1195,South Carolina,SC,2016-12-31,334127.8835391153,Multifamily,4.32,962.29,967.7021186871427
1196,Alabama,AL,2016-12-31,333825.0263672027,Multifamily,4.32,961.42,916.8834898440922
1197,Louisiana,LA,2016-12-31,342639.2522630982,Multifamily,4.32,986.8,907.8930514299947
1198,Kentucky,KY,2016-12-31,299113.0466948773,Multifamily,4.32,861.45,924.90140050278
1199,Oregon,OR,2016-12-31,485414.9584762492,Multifamily,4.32,1398.0,1031.2015983449905
1200,Oklahoma,OK,2016-12-31,311082.9623010915,Multifamily,4.32,895.92,869.3986157937893
1201,Connecticut,CT,2016-12-31,586461.8964376004,Multifamily,4.32,1689.01,1262.1366184903625
1202,Utah,UT,2016-12-31,368266.97659771465,Multifamily,4.32,1060.61,1019.4389256346499
1203,Iowa,IA,2016-12-31,285039.72473627445,Multifamily,4.32,820.91,890.2774102191821
1204,Nevada,NV,2016-12-31,373542.53816841176,Multifamily,4.32,1075.8,941.5387130424459
1205,Arkansas,AR,2016-12-31,321785.5472281118,Multifamily,4.32,926.74,885.2873169213939
1206,Mississippi,MS,2016-12-31,289216.4609012669,Multifamily,4.32,832.94,895.6703802890981
1207,Kansas,KS,2016-12-31,287040.8072196922,Multifamily,4.32,826.68,843.1444481658815
1208,New Mexico,NM,2016-12-31,321593.5991150201,Multifamily,4.32,926.19,870.661715039299
1209,Nebraska,NE,2016-12-31,280755.9958996745,Multifamily,4.32,808.58,875.7698616200739
1210,Idaho,ID,2016-12-31,288011.7589804022,Multifamily,4.32,829.47,866.4221106634253
1211,West Virginia,ID,2016-12-31,227093.5322887226,Multifamily,4.32,654.03,866.4221106634253
1212,Hawaii,HI,2016-12-31,910809.7267861074,Multifamily,4.32,2623.13,1185.2324562228127
1213,New Hampshire,NH,2016-12-31,381328.9892060549,Multifamily,4.32,1098.23,1042.188262130572
1214,Maine,ME,2016-12-31,319263.6738120343,Multifamily,4.32,919.48,1007.6305268808503
1215,Rhode Island,RI,2016-12-31,430682.53427063697,Multifamily,4.32,1240.37,1199.6560433700663
1216,Montana,MT,2016-12-31,343422.85860207584,Multifamily,4.32,989.06,927.7306886742361
1217,Delaware,DE,2016-12-31,433895.56851840747,Multifamily,4.32,1249.62,1132.0115193809768
1218,South Dakota,SD,2016-12-31,297582.75097450777,Multifamily,4.32,857.04,849.4083554361579
1219,North Dakota,ND,2016-12-31,337293.3978331007,Multifamily,4.32,971.4,846.442287753264
1220,Alaska,AK,2016-12-31,445602.03038385423,Multifamily,4.32,1283.33,1231.572892604554
1222,Vermont,VT,2016-12-31,333877.9750030436,Multifamily,4.32,961.57,956.4594032313656
1223,Wyoming,WY,2016-12-31,339942.13649133296,Multifamily,4.32,979.03,875.2731730932243
1224,California,CA,2017-01-31,745673.6760887067,Multifamily,4.19,2082.92,1395.824702124208
1225,Texas,TX,2017-01-31,390892.6077700018,Multifamily,4.19,1091.89,956.5883263854913
1226,Florida,FL,2017-01-31,430486.33799256914,Multifamily,4.19,1202.49,1119.3316501669046
1227,New York,NY,2017-01-31,475461.54338326905,Multifamily,4.19,1328.12,1031.10636090375
1228,Pennsylvania,PA,2017-01-31,309897.47312794934,Multifamily,4.19,865.65,954.3691445931665
1229,Illinois,IL,2017-01-31,368744.72394121345,Multifamily,4.19,1030.03,873.1300141485656
1230,Ohio,OH,2017-01-31,270626.2366395136,Multifamily,4.19,755.95,885.7246962429398
1231,Georgia,GA,2017-01-31,346005.5370526758,Multifamily,4.19,966.51,935.357185462386
1232,North Carolina,NC,2017-01-31,400586.5176851588,Multifamily,4.19,1118.97,1125.3759997790871
1233,Michigan,MI,2017-01-31,281572.38435570436,Multifamily,4.19,786.53,901.7654284954003
1234,New Jersey,NJ,2017-01-31,645486.8085842424,Multifamily,4.19,1803.06,1141.6114620968744
1235,Virginia,VA,2017-01-31,541635.1865669303,Multifamily,4.19,1512.97,1027.5358745925923
1236,Washington,WA,2017-01-31,500875.348913485,Multifamily,4.19,1399.11,998.5113528426328
1237,Arizona,AZ,2017-01-31,381093.50406868616,Multifamily,4.19,1064.52,1005.9470191285203
1238,Massachusetts,MA,2017-01-31,688977.6906763384,Multifamily,4.19,1924.54,1332.1921849927426
1239,Tennessee,TN,2017-01-31,371620.8818790387,Multifamily,4.19,1038.06,933.699274959758
1240,Indiana,IN,2017-01-31,286622.4177809798,Multifamily,4.19,800.63,834.1682631038714
1241,Maryland,MD,2017-01-31,500790.37794604665,Multifamily,4.19,1398.87,1132.3284332856906
1242,Missouri,MO,2017-01-31,308845.7762277301,Multifamily,4.19,862.71,897.4149366610499
1243,Wisconsin,WI,2017-01-31,262460.02138088987,Multifamily,4.19,733.14,946.944302400971
1244,Colorado,CO,2017-01-31,490368.6746259453,Multifamily,4.19,1369.76,1348.3949376401024
1245,Minnesota,MN,2017-01-31,363064.4031746555,Multifamily,4.19,1014.16,961.78941971391
1246,South Carolina,SC,2017-01-31,335047.61407436844,Multifamily,4.19,935.9,969.4752611356748
1247,Alabama,AL,2017-01-31,334869.7586629146,Multifamily,4.19,935.4,906.9176646893814
1248,Louisiana,LA,2017-01-31,342430.9899300482,Multifamily,4.19,956.52,931.2960960587262
1249,Kentucky,KY,2017-01-31,300212.19309491455,Multifamily,4.19,838.59,921.4189720890149
1250,Oregon,OR,2017-01-31,489564.14198872267,Multifamily,4.19,1367.52,1052.0514091010496
1251,Oklahoma,OK,2017-01-31,311589.0942429402,Multifamily,4.19,870.37,870.8981054923723
1252,Connecticut,CT,2017-01-31,588023.435285491,Multifamily,4.19,1642.55,1269.0303817328645
1253,Utah,UT,2017-01-31,370557.602550183,Multifamily,4.19,1035.09,1022.3004260367126
1254,Iowa,IA,2017-01-31,285880.3338087327,Multifamily,4.19,798.56,894.1310823072191
1255,Nevada,NV,2017-01-31,375398.8665958494,Multifamily,4.19,1048.61,943.6280917000673
1256,Arkansas,AR,2017-01-31,322281.84010740375,Multifamily,4.19,900.24,923.2265686460744
1257,Mississippi,MS,2017-01-31,289135.95628444315,Multifamily,4.19,807.65,895.9606857226269
1258,Kansas,KS,2017-01-31,288377.74685696355,Multifamily,4.19,805.54,842.3436029158482
1259,New Mexico,NM,2017-01-31,321952.7308467792,Multifamily,4.19,899.32,869.1510604922607
1260,Nebraska,NE,2017-01-31,282008.5692135079,Multifamily,4.19,787.74,875.9239129969187
1261,Idaho,ID,2017-01-31,289973.8241923431,Multifamily,4.19,809.99,865.555389127024
1262,West Virginia,ID,2017-01-31,227171.8034727488,Multifamily,4.19,634.57,865.555389127024
1263,Hawaii,HI,2017-01-31,915268.217163,Multifamily,4.19,2556.65,1190.4912847906908
1264,New Hampshire,NH,2017-01-31,383535.5313788207,Multifamily,4.19,1071.34,1039.3085301552283
1265,Maine,ME,2017-01-31,320861.54686112056,Multifamily,4.19,896.27,1003.9495600479511
1266,Rhode Island,RI,2017-01-31,433316.9685897397,Multifamily,4.19,1210.4,1215.418696765966
1267,Montana,MT,2017-01-31,344848.20299190533,Multifamily,4.19,963.28,930.068190482862
1268,Delaware,DE,2017-01-31,435710.2500465803,Multifamily,4.19,1217.08,1137.9386081162952
1269,South Dakota,SD,2017-01-31,298621.4362345184,Multifamily,4.19,834.15,851.2625000630803
1270,North Dakota,ND,2017-01-31,337160.7766982896,Multifamily,4.19,941.8,890.0057733854288
1271,Alaska,AK,2017-01-31,445777.2221215455,Multifamily,4.19,1245.2,1240.992705071048
1273,Vermont,VT,2017-01-31,336207.6609217471,Multifamily,4.19,939.14,960.4533613887874
1274,Wyoming,WY,2017-01-31,340444.0249029829,Multifamily,4.19,950.97,875.764709020551
1275,California,CA,2017-02-28,755304.6936852363,Multifamily,4.16,2094.71,1441.3613185138186
1276,Texas,TX,2017-02-28,392030.66718713054,Multifamily,4.16,1087.23,961.6772080075633
1277,Florida,FL,2017-02-28,431929.54323198413,Multifamily,4.16,1197.88,1120.5767515727034
1278,New York,NY,2017-02-28,478254.0796434459,Multifamily,4.16,1326.36,1037.3775397060226
1279,Pennsylvania,PA,2017-02-28,311159.2025356239,Multifamily,4.16,862.95,957.485624037686
1280,Illinois,IL,2017-02-28,370722.62628200446,Multifamily,4.16,1028.14,853.994572441996
1281,Ohio,OH,2017-02-28,271744.96573142434,Multifamily,4.16,753.64,887.460905215822
1282,Georgia,GA,2017-02-28,347737.40253896243,Multifamily,4.16,964.39,938.0150760071692
1283,North Carolina,NC,2017-02-28,401984.15236518864,Multifamily,4.16,1114.84,1125.7298175207136
1284,Michigan,MI,2017-02-28,283458.96929195547,Multifamily,4.16,786.13,904.5644675542692
1285,New Jersey,NJ,2017-02-28,647358.2157177738,Multifamily,4.16,1795.34,1152.8824216563746
1286,Virginia,VA,2017-02-28,543782.7553326484,Multifamily,4.16,1508.09,1030.7471516455694
1287,Washington,WA,2017-02-28,506778.4362348439,Multifamily,4.16,1405.47,1004.8159514353669
1288,Arizona,AZ,2017-02-28,383261.6828209728,Multifamily,4.16,1062.91,1007.1483159058238
1289,Massachusetts,MA,2017-02-28,691751.4880936354,Multifamily,4.16,1918.46,1347.7038251951683
1290,Tennessee,TN,2017-02-28,373652.5997913033,Multifamily,4.16,1036.26,938.2020797816599
1291,Indiana,IN,2017-02-28,287595.7053440647,Multifamily,4.16,797.6,840.6874917919587
1292,Maryland,MD,2017-02-28,502857.66008124663,Multifamily,4.16,1394.59,1137.177708908312
1293,Missouri,MO,2017-02-28,310277.2140763172,Multifamily,4.16,860.5,896.5056777154698
1294,Wisconsin,WI,2017-02-28,263869.09183235303,Multifamily,4.16,731.8,997.3347273030711
1295,Colorado,CO,2017-02-28,494201.6065479725,Multifamily,4.16,1370.59,1349.346699453373
1296,Minnesota,MN,2017-02-28,365531.45436585974,Multifamily,4.16,1013.74,963.3740353169899
1297,South Carolina,SC,2017-02-28,335848.1739182619,Multifamily,4.16,931.42,973.3635094303968
1298,Alabama,AL,2017-02-28,335861.86507090373,Multifamily,4.16,931.46,910.1393111935289
1299,Louisiana,LA,2017-02-28,342260.93783819576,Multifamily,4.16,949.2,938.3023160080743
1300,Kentucky,KY,2017-02-28,301428.2371811079,Multifamily,4.16,835.96,924.4921115926837
1301,Oregon,OR,2017-02-28,493538.4739298004,Multifamily,4.16,1368.75,1056.4184870099484
1302,Oklahoma,OK,2017-02-28,312415.9280836049,Multifamily,4.16,866.43,871.7560739482973
1303,Connecticut,CT,2017-02-28,589171.8631815569,Multifamily,4.16,1633.97,1279.679896742065
1304,Utah,UT,2017-02-28,373184.9379136053,Multifamily,4.16,1034.97,1026.4109705512683
1305,Iowa,IA,2017-02-28,286865.98653880804,Multifamily,4.16,795.58,895.8256257883255
1306,Nevada,NV,2017-02-28,377753.5324327822,Multifamily,4.16,1047.64,943.0715960195474
1307,Arkansas,AR,2017-02-28,322868.5705516543,Multifamily,4.16,895.42,925.2711904832121
1308,Mississippi,MS,2017-02-28,289369.797457341,Multifamily,4.16,802.52,855.1348801661594
1309,Kansas,KS,2017-02-28,289465.5799878999,Multifamily,4.16,802.78,842.0476783225283
1310,New Mexico,NM,2017-02-28,322283.72944894753,Multifamily,4.16,893.8,869.6948719907791
1311,Nebraska,NE,2017-02-28,283329.8354082378,Multifamily,4.16,785.77,875.0746801410696
1312,Idaho,ID,2017-02-28,292096.0170294153,Multifamily,4.16,810.08,867.7740856655535
1313,West Virginia,ID,2017-02-28,227560.3524301329,Multifamily,4.16,631.1,867.7740856655535
1314,Hawaii,HI,2017-02-28,918067.3024830404,Multifamily,4.16,2546.11,1190.9018107830202
1315,New Hampshire,NH,2017-02-28,385490.02393989667,Multifamily,4.16,1069.09,1046.0294631978084
1316,Maine,ME,2017-02-28,322259.25434839167,Multifamily,4.16,893.73,1012.0217870504953
1317,Rhode Island,RI,2017-02-28,435487.5582882866,Multifamily,4.16,1207.75,1225.3860158052446
1318,Montana,MT,2017-02-28,346561.4958334938,Multifamily,4.16,961.13,936.9182315158033
1319,Delaware,DE,2017-02-28,438097.46899492,Multifamily,4.16,1214.99,1129.1942127016246
1320,South Dakota,SD,2017-02-28,299696.61556208605,Multifamily,4.16,831.16,854.0392543295161
1321,North Dakota,ND,2017-02-28,337043.5606731845,Multifamily,4.16,934.73,890.194345333236
1322,Alaska,AK,2017-02-28,445392.6244559947,Multifamily,4.16,1235.22,1243.117185354889
1324,Vermont,VT,2017-02-28,338227.93590481865,Multifamily,4.16,938.02,1029.7891292627603
1325,Wyoming,WY,2017-02-28,340858.7717587157,Multifamily,4.16,945.31,876.4862053430306
1326,California,CA,2017-03-31,765663.1748740854,Multifamily,4.14,2113.23,1453.4329876659344
1327,Texas,TX,2017-03-31,393136.5830645412,Multifamily,4.14,1085.06,967.5788456454449
1328,Florida,FL,2017-03-31,433489.0718672191,Multifamily,4.14,1196.43,1124.9167208751924
1329,New York,NY,2017-03-31,480513.1126936054,Multifamily,4.14,1326.22,1044.2235443498448
1330,Pennsylvania,PA,2017-03-31,312162.17776031175,Multifamily,4.14,861.57,962.6789279636313
1331,Illinois,IL,2017-03-31,372576.3663169384,Multifamily,4.14,1028.31,856.9914569096132
1332,Ohio,OH,2017-03-31,272845.35671489366,Multifamily,4.14,753.05,888.7142976472184
1333,Georgia,GA,2017-03-31,349000.9548193912,Multifamily,4.14,963.24,942.7212267502584
1334,North Carolina,NC,2017-03-31,403146.1654559232,Multifamily,4.14,1112.68,1134.5313736736427
1335,Michigan,MI,2017-03-31,285526.50666758424,Multifamily,4.14,788.05,907.3439558285054
1336,New Jersey,NJ,2017-03-31,649163.9975516578,Multifamily,4.14,1791.69,1165.708286080427
1337,Virginia,VA,2017-03-31,545619.84350634,Multifamily,4.14,1505.91,1034.6310911189823
1338,Washington,WA,2017-03-31,512345.35963806947,Multifamily,4.14,1414.07,1008.1919922828814
1339,Arizona,AZ,2017-03-31,385311.5863082972,Multifamily,4.14,1063.46,1009.6210676985294
1340,Massachusetts,MA,2017-03-31,694891.362596375,Multifamily,4.14,1917.9,1357.4395310421573
1341,Tennessee,TN,2017-03-31,375401.1275472312,Multifamily,4.14,1036.11,944.481502376901
1342,Indiana,IN,2017-03-31,288538.686439752,Multifamily,4.14,796.37,844.8520387462885
1343,Maryland,MD,2017-03-31,504616.4254843471,Multifamily,4.14,1392.74,1144.6839256512592
1344,Missouri,MO,2017-03-31,311717.1228627953,Multifamily,4.14,860.34,899.3501889783557
1345,Wisconsin,WI,2017-03-31,265209.9852557488,Multifamily,4.14,731.98,1001.7140104369653
1346,Colorado,CO,2017-03-31,497997.798810476,Multifamily,4.14,1374.47,1364.4312019826257
1347,Minnesota,MN,2017-03-31,367712.9215568199,Multifamily,4.14,1014.89,964.4047933677211
1348,South Carolina,SC,2017-03-31,336636.9753851862,Multifamily,4.14,929.12,976.6153358807775
1349,Alabama,AL,2017-03-31,336763.96501949354,Multifamily,4.14,929.47,911.9466204006627
1350,Louisiana,LA,2017-03-31,341980.3632479376,Multifamily,4.14,943.87,939.9098239913775
1351,Kentucky,KY,2017-03-31,302689.3317187366,Multifamily,4.14,835.42,923.2078420301883
1352,Oregon,OR,2017-03-31,496645.03216858907,Multifamily,4.14,1370.74,1062.5370145480408
1353,Oklahoma,OK,2017-03-31,313203.99862089334,Multifamily,4.14,864.44,871.477624974446
1354,Connecticut,CT,2017-03-31,589918.9837390112,Multifamily,4.14,1628.18,1284.843603361741
1355,Utah,UT,2017-03-31,376174.97652017506,Multifamily,4.14,1038.24,1030.6531188953413
1356,Iowa,IA,2017-03-31,287625.8799480459,Multifamily,4.14,793.85,893.168250628492
1357,Nevada,NV,2017-03-31,379971.05590018834,Multifamily,4.14,1048.72,943.5122678007482
1358,Arkansas,AR,2017-03-31,323564.51720316045,Multifamily,4.14,893.04,924.8912532507295
1359,Mississippi,MS,2017-03-31,289538.22429449833,Multifamily,4.14,799.13,853.0972649900917
1360,Kansas,KS,2017-03-31,290487.61835640506,Multifamily,4.14,801.75,841.3871834094338
1361,New Mexico,NM,2017-03-31,322863.0140831236,Multifamily,4.14,891.1,867.7722767007456
1362,Nebraska,NE,2017-03-31,284670.08023892547,Multifamily,4.14,785.69,875.1418577085634
1363,Idaho,ID,2017-03-31,294104.88383404963,Multifamily,4.14,811.73,871.1944862692318
1364,West Virginia,ID,2017-03-31,227954.65821515015,Multifamily,4.14,629.15,871.1944862692318
1365,Hawaii,HI,2017-03-31,920756.6468128404,Multifamily,4.14,2541.29,1188.2274999207257
1366,New Hampshire,NH,2017-03-31,387155.47571663186,Multifamily,4.14,1068.55,1053.4738299539365
1367,Maine,ME,2017-03-31,323291.18559738336,Multifamily,4.14,892.28,1012.0308381153308
1368,Rhode Island,RI,2017-03-31,437454.21247350634,Multifamily,4.14,1207.37,1231.738647991897
1369,Montana,MT,2017-03-31,348472.9389653616,Multifamily,4.14,961.79,941.3628043716344
1370,Delaware,DE,2017-03-31,440246.7780506712,Multifamily,4.14,1215.08,1143.2006462984964
1371,South Dakota,SD,2017-03-31,300875.895467169,Multifamily,4.14,830.42,856.17184792531
1372,North Dakota,ND,2017-03-31,336929.4322153768,Multifamily,4.14,929.93,888.5527140585302
1373,Alaska,AK,2017-03-31,444381.259590125,Multifamily,4.14,1226.49,1259.6507438662493
1375,Vermont,VT,2017-03-31,339836.3034139082,Multifamily,4.14,937.95,1028.0284317046198
1376,Wyoming,WY,2017-03-31,341259.5761263847,Multifamily,4.14,941.88,876.3404117355012
1377,California,CA,2017-04-30,773884.2609780898,Multifamily,4.03,2079.17,1462.05451102137
1378,Texas,TX,2017-04-30,394626.6733640994,Multifamily,4.03,1060.23,971.27650534494
1379,Florida,FL,2017-04-30,435103.3974414661,Multifamily,4.03,1168.98,1131.8479341886518
1380,New York,NY,2017-04-30,483213.9419365606,Multifamily,4.03,1298.23,1047.7914436626688
1381,Pennsylvania,PA,2017-04-30,313364.3603700796,Multifamily,4.03,841.91,965.4988483537854
1382,Illinois,IL,2017-04-30,373970.7260188608,Multifamily,4.03,1004.73,861.5853314224473
1383,Ohio,OH,2017-04-30,274178.16800072516,Multifamily,4.03,736.63,891.8468791545197
1384,Georgia,GA,2017-04-30,350302.91287776147,Multifamily,4.03,941.15,945.9248777728608
1385,North Carolina,NC,2017-04-30,404662.91205713665,Multifamily,4.03,1087.19,1139.115897116074
1386,Michigan,MI,2017-04-30,287793.8252495566,Multifamily,4.03,773.21,913.283697598213
